id,createdAt,forum,gender,title,content,topics,commentCount,likeCount,content_clean
233010468,2020-02-03T15:40:59.412Z,Apple,M,如何取消訂閱,現在我按訂閱項目裡面是空的 這樣代表我沒有訂閱東西嗎 還是我打客服去就能確定我下一期需不需要支付額外的費用,"['Apple', 'iPhone', 'iOS', '問題', '手機']",0,0,現在我按訂閱項目裡面是空的這樣代表我沒有訂閱東西嗎還是我打客服去就能確定我下一期需不需要支付額外的費用
233012339,2020-02-04T01:51:45.230Z,Apple,M,iOS 13.3.1,"各位你們好
我是遠古人類剛從11跳到13系統
想問為什麼開啟每個app都會問

是否連接藍芽？
請問這功能主要用意是什麼呢？


以前就都會接藍芽耳機，但現在一些連不是音樂的程式都會問是什麼原因蠻好奇的。

先謝謝各位","['Apple', 'iPhone', 'iOS']",0,0,各位你們好我是遠古人類剛從跳到系統想問為什麼開啟每個都會問是否連接藍芽請問這功能主要用意是什麼呢以前就都會接藍芽耳機但現在一些連不是音樂的程式都會問是什麼原因蠻好奇的先謝謝各位
233012159,2020-02-04T00:34:45.010Z,Apple,M,轉：嘿siri，武漢肺炎確診查詢,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,"['iOS', '捷徑', 'Apple', '武漢', '肺炎']",0,4,此篇文章為轉貼文章請更新至最新版本觀看完整內容
233006970,2020-02-03T07:43:37.200Z,Apple,F,#請益 macbook air 風扇聲音,"這幾天我的air 開機後我就放著都沒使用
剛開機的時候都沒聲音
大概過了15-30分鐘 風扇運轉的聲音變得很大聲
試過官網的方法
https://megapx-assets.dcard.tw/images/376296ac-c4ce-45d3-ae0f-252bd8e3cd77/1280.jpeg
https://megapx-assets.dcard.tw/images/13296431-6fb3-4c95-866c-f282c18c7e6a/1280.jpeg
重新開機後也是沒聲音
但過了十幾分鐘後 又開始風扇很大聲

有誰有類似經驗知道該怎麼辦嗎QQ
還是只能送修（想到就很阿雜😭
電腦：macbook air 2018
版本：macOS Catalina 10.15.3","['風扇', '聲音', 'Apple', 'Macbookair']",2,1,這幾天我的開機後我就放著都沒使用剛開機的時候都沒聲音大概過了分鐘風扇運轉的聲音變得很大聲試過官網的方法重新開機後也是沒聲音但過了十幾分鐘後又開始風扇很大聲有誰有類似經驗知道該怎麼辦嗎還是只能送修想到就很阿雜電腦版本
233010201,2020-02-03T15:11:08.521Z,Apple,M,直營店能試戴Airpods pro嗎,"我最近想買airpods pro
只是我在戴2代airpods時左耳會痛
應該是耳洞太小的關係
我想問各位大大
台北的直營店有提供試戴airpods pro的服務嗎？？
因為pro的size似乎比2代大...

還是各位大神能提供給我能試戴的地方嗎～～
🙏🙏🙏

我不想買一個華強北的來試啊⋯⋯","['Apple', 'AirPodsPro', '直營店', '試戴', 'Airpods2']",9,0,我最近想買只是我在戴代時左耳會痛應該是耳洞太小的關係我想問各位大大台北的直營店有提供試戴的服務嗎因為的似乎比代大還是各位大神能提供給我能試戴的地方嗎我不想買一個華強北的來試啊
233010569,2020-02-03T15:53:52.317Z,Apple,F,想請問大家MacBook,"請問大家～macbook air late 2010是可以買的嗎
（平常使用只有追劇和文書處理
謝謝🙇‍♀️🙇‍♀️
https://megapx-assets.dcard.tw/images/20a23245-8fb3-42cf-943f-20bac711ee68/1280.jpeg
https://megapx-assets.dcard.tw/images/61de4bd0-d3ce-4c79-ab33-0d2d35faaa38/1280.jpeg","['詢問', 'MacBook']",4,0,請問大家是可以買的嗎平常使用只有追劇和文書處理謝謝
233010402,2020-02-03T15:33:04.933Z,牙齒矯正,F,請問有推薦台北植牙+矯正的醫生嗎？,"如題，因小時候調皮撞斷左邊門牙，
之前一直戴活動式假牙
但長期下來感覺牙齒咬合排列越來越不好
幾年前是有詢問過矯正跟植牙
但想再多詢問幾間牙醫
麻煩各位大大推薦 感謝🙏","['醫生', '植牙', '台北', '矯正', '牙齒矯正']",0,0,如題因小時候調皮撞斷左邊門牙之前一直戴活動式假牙但長期下來感覺牙齒咬合排列越來越不好幾年前是有詢問過矯正跟植牙但想再多詢問幾間牙醫麻煩各位大大推薦感謝
233006758,2020-02-03T06:55:58.261Z,牙齒矯正,F,牙套人生歷程分享,"紀念一下終於戴完牙套啦
文長慎入
總歷程998
牙套321天+維持器677天

最常被問的QA
1.要戴多久？
看評估
2.會痛嗎？
有的人沒感覺，有的人痛到不行
我就是那種痛到不行的哈哈
3.多少錢？
每間價格都不同，我的共花72000（牙套70000.拔牙齒2000
4.要拔牙齒嗎？
看評估，有人要有人不用
像我就拔了四顆
5.去哪裡做的？
彰化民生
6.那間做的好嗎？
價格可以，服務不錯
7.有需要裝骨釘嗎？
看個人狀況，
像我裝了一顆在上排最後面
8.裝骨釘會痛嗎？
我本身是沒有感覺因為有噴麻醉
9.什麼時候開始戴最適合
牙齒全換過就可以
但有個問題是長智齒可能會干擾剛弄好整齊的牙齒
10.多久要回診
我的這間是一個月一次 
牙套人生常見問題
1.每次刷牙刷超久
早午晚睡前都要刷
一天刷到四遍牙齒
真的辛苦牙套人了🥰
2.勾破嘴巴
嘴巴超容易破洞
吃東西時超痛
3.常被別人問牙套問題
4.調線 橡皮筋很痛
一次三條橡皮筋真的痛阿
5.隨身帶牙刷
只要吃東西
不管去到哪裡都得刷牙阿
6.超會卡菜渣
菜渣多到可怕的程度
超級需要牙間刷的配合才有辦法清掉
7.不能吃太硬
回診完又會重新調整
回診前把該吃的美食先吃
8.吃飯變龜速
吃飯從第一變成倒數第一
9.拍照不能張開嘴巴阿
就算閉著常常還是不小心露出一小部分牙套阿
.
剛戴牙套心得
嘴巴好像合不太起來
.
剛拆牙套心得
牙齒好滑阿
.
剛戴維持器心得
一壓下去真的痛
.
以上純屬個人心得分享
謝謝你們看到最後","['牙齒矯正', '牙套', '矯正', '矯正牙齒', '矯正器']",7,13,紀念一下終於戴完牙套啦文長慎入總歷程牙套天維持器天最常被問的要戴多久看評估會痛嗎有的人沒感覺有的人痛到不行我就是那種痛到不行的哈哈多少錢每間價格都不同我的共花牙套拔牙齒要拔牙齒嗎看評估有人要有人不用像我就拔了四顆去哪裡做的彰化民生那間做的好嗎價格可以服務不錯有需要裝骨釘嗎看個人狀況像我裝了一顆在上排最後面裝骨釘會痛嗎我本身是沒有感覺因為有噴麻醉什麼時候開始戴最適合牙齒全換過就可以但有個問題是長智齒可能會干擾剛弄好整齊的牙齒多久要回診我的這間是一個月一次牙套人生常見問題每次刷牙刷超久早午晚睡前都要刷一天刷到四遍牙齒真的辛苦牙套人了勾破嘴巴嘴巴超容易破洞吃東西時超痛常被別人問牙套問題調線橡皮筋很痛一次三條橡皮筋真的痛阿隨身帶牙刷只要吃東西不管去到哪裡都得刷牙阿超會卡菜渣菜渣多到可怕的程度超級需要牙間刷的配合才有辦法清掉不能吃太硬回診完又會重新調整回診前把該吃的美食先吃吃飯變龜速吃飯從第一變成倒數第一拍照不能張開嘴巴阿就算閉著常常還是不小心露出一小部分牙套阿剛戴牙套心得嘴巴好像合不太起來剛拆牙套心得牙齒好滑阿剛戴維持器心得一壓下去真的痛以上純屬個人心得分享謝謝你們看到最後
233006179,2020-02-03T04:50:18.271Z,牙齒矯正,F,#牙齒好像越長越歪了,"小時候我就有暴牙。

但是媽媽不想花錢讓我做矯正又說：唉呦 暴牙很醜什麼的


但是我內心覺得兔寶寶牙很可愛🥺


不過因為媽媽的觀念 所以那當時是拿湯匙把我的暴牙壓進去😥


都是晚上吃晚飯壓一次壓5-10分鐘


然後我牙齒就很痛 而且口水又會一直滴嘴巴很酸要一直張開牙齒😭


那時候覺得很痛苦很希望暴牙趕快回去這樣就不用每天被壓☹️

但是最近這幾年

我的牙齒

好像⋯⋯

越來越暴了‼️‼️‼️

之前是真的被壓回去兩齒是整齊的 但是最近看牙齒一次比一次歪

https://megapx-assets.dcard.tw/images/558e4cb8-1d48-408e-8eb2-697faa9a0830/full.jpeg
而且我的右邊門牙比較凸出來


各位覺得我要去做矯正嗎☹️😥😭","['牙齒', '牙齒矯正', '牙套', '矯正', '矯正牙齒']",9,7,小時候我就有暴牙但是媽媽不想花錢讓我做矯正又說唉呦暴牙很醜什麼的但是我內心覺得兔寶寶牙很可愛不過因為媽媽的觀念所以那當時是拿湯匙把我的暴牙壓進去都是晚上吃晚飯壓一次壓分鐘然後我牙齒就很痛而且口水又會一直滴嘴巴很酸要一直張開牙齒那時候覺得很痛苦很希望暴牙趕快回去這樣就不用每天被壓但是最近這幾年我的牙齒好像越來越暴了之前是真的被壓回去兩齒是整齊的但是最近看牙齒一次比一次歪而且我的右邊門牙比較凸出來各位覺得我要去做矯正嗎
233006695,2020-02-03T06:43:48.175Z,牙齒矯正,F,水平智齒消腫的困擾(T_T)/~~~,"前天一口氣拔了2顆下排的水平智齒
拔完以後智齒沒有疼痛的感覺（沒吃止痛藥也不痛）
但因為我有戴牙套所以腫起來的地方擠到牙套
使牙套外側的鋼圈卡在我腫起來的肉上（超痛）
想請問一般多久會消腫？
腫起來卡在牙套上的部分怎麼辦？
這兩天一直都有持續在冰敷還是沒有消腫(´；ω；｀)ﾌﾞﾜｯ看網上說48小時後就要換成熱敷是真的嗎～","['智齒', '水平', '消腫', '拔智齒']",5,1,前天一口氣拔了顆下排的水平智齒拔完以後智齒沒有疼痛的感覺沒吃止痛藥也不痛但因為我有戴牙套所以腫起來的地方擠到牙套使牙套外側的鋼圈卡在我腫起來的肉上超痛想請問一般多久會消腫腫起來卡在牙套上的部分怎麼辦這兩天一直都有持續在冰敷還是沒有消腫看網上說小時後就要換成熱敷是真的嗎
233012006,2020-02-03T21:53:10.769Z,牙齒矯正,F,#問 骨釘會讓牙齒歪掉嗎,"前幾天打了上排骨釘，打在倒數第二顆臼齒上面
但打得沒有很上面，好像因此讓那顆牙往舌頭的方向歪進來
（我記得原本上下咬起來時，都碰得到，現在變成只有打骨釘下方那顆跟下排對的到，倒數第一顆牙完全碰不到下排，印象中矯正前拍的x光片沒有這個問題）
吃東西還會有莎莎的聲音，像牙齒要拔下來的感覺😢 
請問有人有類似情形嗎😭😭
爬了網路許多文，都沒有跟我一樣情況的，才來問大家🥺🥺","['骨釘', '牙齒矯正', '牙齒', '矯正', '牙套']",1,1,前幾天打了上排骨釘打在倒數第二顆臼齒上面但打得沒有很上面好像因此讓那顆牙往舌頭的方向歪進來我記得原本上下咬起來時都碰得到現在變成只有打骨釘下方那顆跟下排對的到倒數第一顆牙完全碰不到下排印象中矯正前拍的光片沒有這個問題吃東西還會有莎莎的聲音像牙齒要拔下來的感覺請問有人有類似情形嗎爬了網路許多文都沒有跟我一樣情況的才來問大家
233006993,2020-02-03T07:47:52.520Z,牙齒矯正,F,費用詢問,"大家好
我最近去一間診所諮詢
費用：
傳統牙套50000+診斷費（齒模）5000元+維持器以及拆牙套6000元=61000元
每個月還要另外繳3000元的調整費（繳到拆牙套）

這樣算貴嗎？","['費用', '牙套', '矯正']",10,2,大家好我最近去一間診所諮詢費用傳統牙套診斷費齒模元維持器以及拆牙套元元每個月還要另外繳元的調整費繳到拆牙套這樣算貴嗎
